"season;race_num;race_name;race_date;drive;car;team;team_group;rank;grid;laps;duration;retired;ptsl;points"
"6;3;2020 Santiago;18/01/2020;Edoardo Mortara;48;Venturi-Mercedes;Venturi;99;7;29;99:99.999;1;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Jérôme d'Ambrosio;64;Mahindra;Mahindra;99;20;40;+1:57.6243;0;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;99;11;32;99:99.999;1;0,0,0;0"
"6;3;2020 Santiago;18/01/2020;Neel Jani;18;Porsche;Porsche;99;12;2;99:99.999;1;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;Mitch Evans;20;Jaguar;Jaguar;1;2;36;46:42.093;0;25,0,1;26"
"6;4;2020 Mexico City;15/02/2020;António Félix da Costa;13;Techeetah-DS;Techeetah;2;9;36;4271;0;18,0,0;18"
"6;4;2020 Mexico City;15/02/2020;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;3;4;36;6181;0;15,0,0;15"
"6;4;2020 Mexico City;15/02/2020;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;4;8;36;14331;0;12,0,0;12"
"6;4;2020 Mexico City;15/02/2020;Alexander Sims;27;Andretti-BMW;BMW-Andretti;5;18;36;19244;0;10,0,1;11"
"6;4;2020 Mexico City;15/02/2020;Lucas di Grassi;11;Audi;Audi;6;15;36;28346;0;8,0,0;8"
"6;4;2020 Mexico City;15/02/2020;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;7;12;36;29750;0;6,0,0;6"
"6;4;2020 Mexico City;15/02/2020;Edoardo Mortara;48;Venturi-Mercedes;Venturi;8;11;36;30204;0;4,0,0;4"
"6;4;2020 Mexico City;15/02/2020;Pascal Wehrlein;94;Mahindra;Mahindra;9;24;36;31132;0;2,0,0;2"
"6;4;2020 Mexico City;15/02/2020;Jérôme d'Ambrosio;64;Mahindra;Mahindra;10;23;36;32818;0;1,0,0;1"
"6;4;2020 Mexico City;15/02/2020;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;11;16;36;35512;0;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;Brendon Hartley;6;Dragon-Penske;Dragon;12;13;36;36399;0;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;Oliver Turvey;3;NIO;NIO-NextEV;13;21;36;50888;0;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;Neel Jani;18;Porsche;Porsche;14;14;36;+1:04.891;0;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;André Lotterer;36;Porsche;Porsche;99;1;11;99:99.999;1;0,3,0;3"
"6;4;2020 Mexico City;15/02/2020;Daniel Abt;66;Audi;Audi;99;22;30;99:99.999;1;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;Felipe Massa;19;Venturi-Mercedes;Venturi;99;19;6;99:99.999;1;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;James Calado;51;Jaguar;Jaguar;99;17;36;99:99.999;1;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;Ma Qing Hua;33;NIO;NIO-NextEV;99;20;25;99:99.999;1;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;Nico Müller;7;Dragon-Penske;Dragon;99;7;2;99:99.999;1;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;Nyck de Vries;17;Mercedes;Mercedes;99;3;18;99:99.999;1;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;Robin Frijns;4;Virgin-Audi;Virgin;99;6;36;99:99.999;1;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;Sam Bird;2;Virgin-Audi;Virgin;99;5;31;99:99.999;1;0,0,0;0"
"6;4;2020 Mexico City;15/02/2020;Stoffel Vandoorne;5;Mercedes;Mercedes;99;10;35;+1 lap;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;António Félix da Costa;13;Techeetah-DS;Techeetah;1;1;34;46:52.757;0;25,3,0;28"
"6;5;2020 Marrakesh;29/02/2020;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;2;2;34;11427;0;18,0,1;19"
"6;5;2020 Marrakesh;29/02/2020;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;3;11;34;12034;0;15,0,0;15"
"6;5;2020 Marrakesh;29/02/2020;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;4;6;34;12282;0;12,0,0;12"
"6;5;2020 Marrakesh;29/02/2020;Edoardo Mortara;48;Venturi-Mercedes;Venturi;5;5;34;15657;0;10,0,0;10"
"6;5;2020 Marrakesh;29/02/2020;Mitch Evans;20;Jaguar;Jaguar;6;24;34;16335;0;8,0,1;9"
"6;5;2020 Marrakesh;29/02/2020;Lucas di Grassi;11;Audi;Audi;7;13;34;18706;0;6,0,0;6"
"6;5;2020 Marrakesh;29/02/2020;André Lotterer;36;Porsche;Porsche;8;3;34;19498;0;4,0,0;4"
"6;5;2020 Marrakesh;29/02/2020;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;9;9;34;20126;0;2,0,0;2"
"6;5;2020 Marrakesh;29/02/2020;Sam Bird;2;Virgin-Audi;Virgin;10;14;34;20295;0;1,0,0;1"
"6;5;2020 Marrakesh;29/02/2020;Nyck de Vries;17;Mercedes;Mercedes;11;4;34;20557;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Robin Frijns;4;Virgin-Audi;Virgin;12;22;34;22373;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Jérôme d'Ambrosio;64;Mahindra;Mahindra;13;7;34;22785;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Daniel Abt;66;Audi;Audi;14;18;34;25080;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Stoffel Vandoorne;5;Mercedes;Mercedes;15;17;34;25969;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;James Calado;51;Jaguar;Jaguar;16;10;34;26528;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Felipe Massa;19;Venturi-Mercedes;Venturi;17;20;34;27476;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Neel Jani;18;Porsche;Porsche;18;23;34;44476;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Brendon Hartley;6;Dragon-Penske;Dragon;19;12;34;49002;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Nico Müller;7;Dragon-Penske;Dragon;20;16;34;53075;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Oliver Turvey;3;NIO;NIO-NextEV;21;19;34;59969;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Pascal Wehrlein;94;Mahindra;Mahindra;22;15;34;+1:13.414;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Ma Qing Hua;33;NIO;NIO-NextEV;23;21;33;+1 lap;0;0,0,0;0"
"6;5;2020 Marrakesh;29/02/2020;Alexander Sims;27;Andretti-BMW;BMW-Andretti;99;8;33;99:99.999;1;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;António Félix da Costa;13;Techeetah-DS;Techeetah;1;1;36;47:08.261;0;25,3,2;30"
"6;6;2020 Berlin;05/08/2020;André Lotterer;36;Porsche;Porsche;2;3;36;5445;0;18,0,0;18"
"6;6;2020 Berlin;05/08/2020;Sam Bird;2;Virgin-Audi;Virgin;3;7;36;6526;0;15,0,0;15"
"6;6;2020 Berlin;05/08/2020;Nyck de Vries;17;Mercedes;Mercedes;4;5;36;6911;0;12,0,0;12"
"6;6;2020 Berlin;05/08/2020;Jérôme d'Ambrosio;64;Mahindra;Mahindra;5;6;36;13212;0;10,0,0;10"
"6;6;2020 Berlin;05/08/2020;Stoffel Vandoorne;5;Mercedes;Mercedes;6;15;36;13654;0;8,0,0;8"
"6;6;2020 Berlin;05/08/2020;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;7;4;36;14926;0;6,0,0;6"
"6;6;2020 Berlin;05/08/2020;Lucas di Grassi;11;Audi;Audi;8;20;36;17311;0;4,0,0;4"
"6;6;2020 Berlin;05/08/2020;Alexander Sims;27;Andretti-BMW;BMW-Andretti;9;16;36;17673;0;2,0,0;2"
"6;6;2020 Berlin;05/08/2020;René Rast;66;Audi;Audi;10;13;36;18852;0;1,0,0;1"
"6;6;2020 Berlin;05/08/2020;Neel Jani;18;Porsche;Porsche;11;17;36;21039;0;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Alex Lynn;94;Mahindra;Mahindra;12;11;36;21603;0;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Mitch Evans;20;Jaguar;Jaguar;13;8;36;22482;0;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;14;26;36;232082;0;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;James Calado;51;Jaguar;Jaguar;15;24;36;28906;0;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Oliver Turvey;3;NIO;NIO-NextEV;16;18;36;31116;0;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Edoardo Mortara;48;Venturi-Mercedes;Venturi;17;14;36;387653;0;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Daniel Abt;33;NIO;NIO-NextEV;18;21;36;392824;0;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Felipe Massa;19;Venturi-Mercedes;Venturi;99;9;22;99:99.999;1;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;99;2;36;36915;0;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;99;12;36;99:99.999;1;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Nico Müller;7;Dragon-Penske;Dragon;99;19;36;+3:02.455;0;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Robin Frijns;4;Virgin-Audi;Virgin;99;10;8;99:99.999;1;0,0,0;0"
"6;6;2020 Berlin;05/08/2020;Sérgio Sette Câmara;6;Dragon-Penske;Dragon;99;22;36;99:99.999;1;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;António Félix da Costa;13;Techeetah-DS;Techeetah;1;1;38;46:19.412;0;25,3,0;28"
"6;7;2020 Berlin race 2;06/08/2020;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;2;2;38;3090;0;18,0,1;19"
"6;7;2020 Berlin race 2;06/08/2020;Lucas di Grassi;11;Audi;Audi;3;6;38;8296;0;15,0,0;15"
"6;7;2020 Berlin race 2;06/08/2020;Robin Frijns;4;Virgin-Audi;Virgin;4;5;38;9239;0;12,0,0;12"
"6;7;2020 Berlin race 2;06/08/2020;Stoffel Vandoorne;5;Mercedes;Mercedes;5;13;38;9695;0;10,0,1;11"
"6;7;2020 Berlin race 2;06/08/2020;Sam Bird;2;Virgin-Audi;Virgin;6;9;38;10081;0;8,0,0;8"
"6;7;2020 Berlin race 2;06/08/2020;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;7;7;38;13897;0;6,0,0;6"
"6;7;2020 Berlin race 2;06/08/2020;Edoardo Mortara;48;Venturi-Mercedes;Venturi;8;10;38;16367;0;4,0,0;4"
"6;7;2020 Berlin race 2;06/08/2020;André Lotterer;36;Porsche;Porsche;9;12;38;16893;0;2,0,0;2"
"6;7;2020 Berlin race 2;06/08/2020;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;10;8;38;20919;0;1,0,0;1"
"6;7;2020 Berlin race 2;06/08/2020;Alex Lynn;94;Mahindra;Mahindra;11;3;38;21288;0;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;Mitch Evans;20;Jaguar;Jaguar;12;16;38;22157;0;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;René Rast;66;Audi;Audi;13;26;38;22631;0;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;Nico Müller;7;Dragon-Penske;Dragon;14;18;38;23579;0;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;Neel Jani;18;Porsche;Porsche;15;19;38;26381;0;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;Daniel Abt;33;NIO;NIO-NextEV;16;21;38;35424;0;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;Sérgio Sette Câmara;6;Dragon-Penske;Dragon;17;20;38;35727;0;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;Oliver Turvey;3;NIO;NIO-NextEV;18;15;38;36356;0;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;Alexander Sims;27;Andretti-BMW;BMW-Andretti;19;26;38;42395;0;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;James Calado;51;Jaguar;Jaguar;20;22;38;52828;0;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;Felipe Massa;19;Venturi-Mercedes;Venturi;99;17;38;+1:21.241;0;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;Jérôme d'Ambrosio;64;Mahindra;Mahindra;99;14;38;99:99.999;1;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;99;11;27;99:99.999;1;0,0,0;0"
"6;7;2020 Berlin race 2;06/08/2020;Nyck de Vries;17;Mercedes;Mercedes;99;4;15;99:99.999;1;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;1;2;35;46:15.512;0;25,0,0;25"
"6;8;2020 Berlin race 3;08/08/2020;Robin Frijns;4;Virgin-Audi;Virgin;2;6;35;+0.128;0;18,0,0;18"
"6;8;2020 Berlin race 3;08/08/2020;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;3;1;35;2569;0;15,3,1;19"
"6;8;2020 Berlin race 3;08/08/2020;António Félix da Costa;13;Techeetah-DS;Techeetah;4;8;35;2743;0;12,0,0;12"
"6;8;2020 Berlin race 3;08/08/2020;André Lotterer;36;Porsche;Porsche;5;7;35;3136;0;10,0,0;10"
"6;8;2020 Berlin race 3;08/08/2020;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;6;9;35;5547;0;8,0,0;8"
"6;8;2020 Berlin race 3;08/08/2020;Jérôme d'Ambrosio;64;Mahindra;Mahindra;7;3;35;7893;0;6,0,0;6"
"6;8;2020 Berlin race 3;08/08/2020;Lucas di Grassi;11;Audi;Audi;8;10;35;12672;0;4,0,0;4"
"6;8;2020 Berlin race 3;08/08/2020;Mitch Evans;20;Jaguar;Jaguar;9;19;35;13511;0;2,0,1;3"
"6;8;2020 Berlin race 3;08/08/2020;Alexander Sims;27;Andretti-BMW;BMW-Andretti;10;16;35;19248;0;1,0,0;1"
"6;8;2020 Berlin race 3;08/08/2020;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;11;15;35;20240;0;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Nico Müller;7;Dragon-Penske;Dragon;12;23;35;20486;0;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Sam Bird;2;Virgin-Audi;Virgin;13;20;35;20733;0;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Edoardo Mortara;48;Venturi-Mercedes;Venturi;14;14;35;20944;0;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Daniel Abt;33;NIO;NIO-NextEV;15;22;35;21948;0;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Oliver Turvey;3;NIO;NIO-NextEV;16;24;35;22774;0;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Alex Lynn;94;Mahindra;Mahindra;17;5;35;23181;0;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Nyck de Vries;17;Mercedes;Mercedes;18;13;35;325203;0;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Felipe Massa;19;Venturi-Mercedes;Venturi;19;12;35;36549;0;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;James Calado;51;Jaguar;Jaguar;99;17;13;99:99.999;1;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Neel Jani;18;Porsche;Porsche;99;18;10;99:99.999;1;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;René Rast;66;Audi;Audi;99;21;30;99:99.999;1;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Sérgio Sette Câmara;6;Dragon-Penske;Dragon;99;11;10;99:99.999;1;0,0,0;0"
"6;8;2020 Berlin race 3;08/08/2020;Stoffel Vandoorne;5;Mercedes;Mercedes;99;4;17;99:99.999;1;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;1;1;37;46:24.803;0;25,3,1;29"
"6;9;2020 Berlin race 4;09/08/2020;António Félix da Costa;13;Techeetah-DS;Techeetah;2;2;37;+0.497;0;18,0,1;19"
"6;9;2020 Berlin race 4;09/08/2020;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;3;4;37;1392;0;15,0,0;15"
"6;9;2020 Berlin race 4;09/08/2020;Nyck de Vries;17;Mercedes;Mercedes;4;5;37;3791;0;12,0,0;12"
"6;9;2020 Berlin race 4;09/08/2020;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;5;3;37;5018;0;10,0,0;10"
"6;9;2020 Berlin race 4;09/08/2020;Lucas di Grassi;11;Audi;Audi;6;12;37;9805;0;8,0,0;8"
"6;9;2020 Berlin race 4;09/08/2020;Mitch Evans;20;Jaguar;Jaguar;7;11;37;14814;0;6,0,0;6"
"6;9;2020 Berlin race 4;09/08/2020;André Lotterer;36;Porsche;Porsche;8;18;37;15755;0;4,0,0;4"
"6;9;2020 Berlin race 4;09/08/2020;Alex Lynn;94;Mahindra;Mahindra;9;7;37;21001;0;2,0,0;2"
"6;9;2020 Berlin race 4;09/08/2020;Felipe Massa;19;Venturi-Mercedes;Venturi;10;6;37;22809;0;1,0,0;1"
"6;9;2020 Berlin race 4;09/08/2020;Sam Bird;2;Virgin-Audi;Virgin;11;17;37;22911;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Stoffel Vandoorne;5;Mercedes;Mercedes;12;20;37;23388;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Alexander Sims;27;Andretti-BMW;BMW-Andretti;13;16;37;23575;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Edoardo Mortara;48;Venturi-Mercedes;Venturi;14;13;37;23889;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Jérôme d'Ambrosio;64;Mahindra;Mahindra;15;9;37;23914;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;René Rast;66;Audi;Audi;16;8;37;24381;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;James Calado;51;Jaguar;Jaguar;17;14;37;26600;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Daniel Abt;33;NIO;NIO-NextEV;18;23;37;29121;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Neel Jani;18;Porsche;Porsche;19;22;37;29527;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Nico Müller;7;Dragon-Penske;Dragon;20;15;37;34431;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Sérgio Sette Câmara;6;Dragon-Penske;Dragon;21;24;37;36315;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Oliver Turvey;3;NIO;NIO-NextEV;22;19;37;+1:01.473;0;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;99;21;0;99:99.999;1;0,0,0;0"
"6;9;2020 Berlin race 4;09/08/2020;Robin Frijns;4;Virgin-Audi;Virgin;99;10;0;99:99.999;1;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;1;1;36;47:28.880;0;25,3,1;29"
"6;10;2020 Berlin race 5;12/08/2020;Robin Frijns;4;Virgin-Audi;Virgin;2;2;36;1903;0;18,0,0;18"
"6;10;2020 Berlin race 5;12/08/2020;René Rast;66;Audi;Audi;3;4;36;7490;0;15,0,1;16"
"6;10;2020 Berlin race 5;12/08/2020;André Lotterer;36;Porsche;Porsche;4;7;36;7863;0;12,0,0;12"
"6;10;2020 Berlin race 5;12/08/2020;Alex Lynn;94;Mahindra;Mahindra;5;5;36;11441;0;10,0,0;10"
"6;10;2020 Berlin race 5;12/08/2020;Neel Jani;18;Porsche;Porsche;6;3;36;12922;0;8,0,0;8"
"6;10;2020 Berlin race 5;12/08/2020;Mitch Evans;20;Jaguar;Jaguar;7;14;36;14106;0;6,0,0;6"
"6;10;2020 Berlin race 5;12/08/2020;Edoardo Mortara;48;Venturi-Mercedes;Venturi;8;10;36;17134;0;4,0,0;4"
"6;10;2020 Berlin race 5;12/08/2020;Stoffel Vandoorne;5;Mercedes;Mercedes;9;18;36;18949;0;2,0,0;2"
"6;10;2020 Berlin race 5;12/08/2020;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;10;22;36;19731;0;1,0,0;1"
"6;10;2020 Berlin race 5;12/08/2020;Alexander Sims;27;Andretti-BMW;BMW-Andretti;11;15;36;23331;0;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Tom Blomqvist;51;Jaguar;Jaguar;12;6;36;24807;0;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Felipe Massa;19;Venturi-Mercedes;Venturi;13;8;36;27775;0;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Nyck de Vries;17;Mercedes;Mercedes;14;19;36;28723;0;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Sérgio Sette Câmara;6;Dragon-Penske;Dragon;15;9;36;31132;0;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Jérôme d'Ambrosio;64;Mahindra;Mahindra;16;17;36;31524;0;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Nico Müller;7;Dragon-Penske;Dragon;17;11;36;34140;0;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;18;24;36;34986;0;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Oliver Turvey;3;NIO;NIO-NextEV;19;12;36;44377;0;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Sam Bird;2;Virgin-Audi;Virgin;20;16;36;46591;0;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Lucas di Grassi;11;Audi;Audi;21;23;36;+1:15.119;0;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;António Félix da Costa;13;Techeetah-DS;Techeetah;99;21;35;99:99.999;1;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Daniel Abt;33;NIO;NIO-NextEV;99;20;33;99:99.999;1;0,0,0;0"
"6;10;2020 Berlin race 5;12/08/2020;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;99;13;4;99:99.999;1;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Stoffel Vandoorne;5;Mercedes;Mercedes;1;1;36;47:22.107;0;25,3,0;28"
"6;11;2020 Berlin race 6;13/08/2020;Nyck de Vries;17;Mercedes;Mercedes;2;4;36;1340;0;18,0,0;18"
"6;11;2020 Berlin race 6;13/08/2020;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;3;2;36;2841;0;15,0,1;16"
"6;11;2020 Berlin race 6;13/08/2020;René Rast;66;Audi;Audi;4;3;36;3580;0;12,0,0;12"
"6;11;2020 Berlin race 6;13/08/2020;Sam Bird;2;Virgin-Audi;Virgin;5;14;36;8710;0;10,0,1;11"
"6;11;2020 Berlin race 6;13/08/2020;Lucas di Grassi;11;Audi;Audi;6;10;36;11593;0;8,0,0;8"
"6;11;2020 Berlin race 6;13/08/2020;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;7;21;36;12895;0;6,0,0;6"
"6;11;2020 Berlin race 6;13/08/2020;Alex Lynn;94;Mahindra;Mahindra;8;7;36;14719;0;4,0,0;4"
"6;11;2020 Berlin race 6;13/08/2020;António Félix da Costa;13;Techeetah-DS;Techeetah;9;19;36;15304;0;2,0,0;2"
"6;11;2020 Berlin race 6;13/08/2020;Edoardo Mortara;48;Venturi-Mercedes;Venturi;10;6;36;16154;0;1,0,0;1"
"6;11;2020 Berlin race 6;13/08/2020;Mitch Evans;20;Jaguar;Jaguar;11;23;36;16348;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;12;18;36;17798;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Alexander Sims;27;Andretti-BMW;BMW-Andretti;13;15;36;22229;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;André Lotterer;36;Porsche;Porsche;14;20;36;23893;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Neel Jani;18;Porsche;Porsche;15;8;36;24888;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Felipe Massa;19;Venturi-Mercedes;Venturi;16;11;36;25577;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Tom Blomqvist;51;Jaguar;Jaguar;17;12;36;25992;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Jérôme d'Ambrosio;64;Mahindra;Mahindra;18;16;36;30485;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Sérgio Sette Câmara;6;Dragon-Penske;Dragon;19;9;36;31453;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Daniel Abt;33;NIO;NIO-NextEV;20;17;36;38071;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Oliver Turvey;3;NIO;NIO-NextEV;21;13;36;39694;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Nico Müller;7;Dragon-Penske;Dragon;22;26;36;+1:11.178;0;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;99;24;25;99:99.999;1;0,0,0;0"
"6;11;2020 Berlin race 6;13/08/2020;Robin Frijns;4;Virgin-Audi;Virgin;99;5;33;99:99.999;1;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Nyck de Vries;17;Mercedes;Mercedes;1;1;32;46:44.765;0;25,3,1;29"
"7;1;2021 Diriyah;26/02/2021;Edoardo Mortara;48;Venturi-Mercedes;Venturi;2;4;32;4119;0;18,0,0;18"
"7;1;2021 Diriyah;26/02/2021;Mitch Evans;20;Jaguar;Jaguar;3;6;32;4619;0;15,0,0;15"
"7;1;2021 Diriyah;26/02/2021;René Rast;33;Audi;Audi;4;3;32;4852;0;12,0,1;13"
"7;1;2021 Diriyah;26/02/2021;Pascal Wehrlein;99;Porsche;Porsche;5;2;32;7962;0;10,0,0;10"
"7;1;2021 Diriyah;26/02/2021;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;6;10;32;9318;0;8,0,0;8"
"7;1;2021 Diriyah;26/02/2021;Alexander Sims;29;Mahindra;Mahindra;7;11;32;9686;0;6,0,0;6"
"7;1;2021 Diriyah;26/02/2021;Stoffel Vandoorne;5;Mercedes;Mercedes;8;15;32;9973;0;4,0,0;4"
"7;1;2021 Diriyah;26/02/2021;Lucas di Grassi;11;Audi;Audi;9;16;32;11089;0;2,0,0;2"
"7;1;2021 Diriyah;26/02/2021;Oliver Turvey;8;NIO;NIO-NextEV;10;13;32;15518;0;1,0,0;1"
