"season;race_num;race_name;race_date;drive;car;team;team_group;rank;grid;laps;duration;retired;ptsl;points"
"3;11;2017 Montreal;29/07/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;11;20;35;20229;0;0,0,0;0"
"3;11;2017 Montreal;29/07/2017;Maro Engel;5;Venturi;Venturi;12;17;35;22314;0;0,0,0;0"
"3;11;2017 Montreal;29/07/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;13;19;35;23145;0;0,0,0;0"
"3;11;2017 Montreal;29/07/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;14;15;35;34786;0;0,0,0;0"
"3;11;2017 Montreal;29/07/2017;Oliver Turvey;88;NextEV NIO;NIO-NextEV;15;8;35;46996;0;0,0,0;0"
"3;11;2017 Montreal;29/07/2017;Adam Carroll;47;Jaguar;Jaguar;16;7;35;49612;0;0,0,0;0"
"3;11;2017 Montreal;29/07/2017;José María López;37;Virgin-Citröen;Virgin;99;16;23;99:99.999;1;0,0,0;0"
"3;11;2017 Montreal;29/07/2017;Loïc Duval;6;Dragon-Penske;Dragon;99;10;26;99:99.999;1;0,0,1;1"
"3;11;2017 Montreal;29/07/2017;Nick Heidfeld;23;Mahindra;Mahindra;99;14;23;99:99.999;1;0,0,0;0"
"3;11;2017 Montreal;29/07/2017;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;99;12;35;99:99.999;1;0,0,0;0"
"3;12;2017 Montreal race 2;30/07/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;1;3;37;54:12.606;0;25,0,0;25"
"3;12;2017 Montreal race 2;30/07/2017;Felix Rosenqvist;19;Mahindra;Mahindra;2;1;37;+0.896;0;18,3,0;21"
"3;12;2017 Montreal race 2;30/07/2017;José María López;37;Virgin-Citröen;Virgin;3;11;37;4468;0;15,0,0;15"
"3;12;2017 Montreal race 2;30/07/2017;Sam Bird;2;Virgin-Citröen;Virgin;4;2;37;7114;0;12,0,0;12"
"3;12;2017 Montreal race 2;30/07/2017;Nick Heidfeld;23;Mahindra;Mahindra;5;4;37;21933;0;10,0,0;10"
"3;12;2017 Montreal race 2;30/07/2017;Daniel Abt;66;Audi Sport ABT;Audi;6;6;37;24444;0;8,0,0;8"
"3;12;2017 Montreal race 2;30/07/2017;Lucas di Grassi;11;Audi Sport ABT;Audi;7;5;37;24855;0;6,0,0;6"
"3;12;2017 Montreal race 2;30/07/2017;Stéphane Sarrazin;33;Techeetah-Renault;Techeetah;8;9;37;26038;0;4,0,0;4"
"3;12;2017 Montreal race 2;30/07/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;9;10;37;28282;0;2,0,0;2"
"3;12;2017 Montreal race 2;30/07/2017;Tom Dillmann;4;Venturi;Venturi;10;7;37;28591;0;1,0,0;1"
"3;12;2017 Montreal race 2;30/07/2017;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;11;13;37;35170;0;0,0,0;0"
"3;12;2017 Montreal race 2;30/07/2017;Mitch Evans;20;Jaguar;Jaguar;12;17;37;36548;0;0,0,0;0"
"3;12;2017 Montreal race 2;30/07/2017;Robin Frijns;27;Andretti-BMW;BMW-Andretti;13;15;37;36826;0;0,0,0;0"
"3;12;2017 Montreal race 2;30/07/2017;Adam Carroll;47;Jaguar;Jaguar;14;19;37;36972;0;0,0,0;0"
"3;12;2017 Montreal race 2;30/07/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;15;14;37;39720;0;0,0,0;0"
"3;12;2017 Montreal race 2;30/07/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;16;8;37;46751;0;0,0,0;0"
"3;12;2017 Montreal race 2;30/07/2017;Oliver Turvey;88;NextEV NIO;NIO-NextEV;17;16;37;49116;0;0,0,0;0"
"3;12;2017 Montreal race 2;30/07/2017;Maro Engel;5;Venturi;Venturi;18;18;37;+1:33.530;0;0,0,0;0"
"3;12;2017 Montreal race 2;30/07/2017;Loïc Duval;6;Dragon-Penske;Dragon;99;12;34;99:99.999;1;0,0,0;0"
"3;12;2017 Montreal race 2;30/07/2017;Nico Prost;8;e.Dams-Renault;Nissan-Renault;99;20;32;99:99.999;1;0,0,1;1"
"4;1;2017 Hong Kong;02/12/2017;Sam Bird;2;Virgin-Citroën;Virgin;1;2;43;1:17:10.486;0;25,0,0;25"
"4;1;2017 Hong Kong;02/12/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;2;1;43;11575;0;18,3,0;21"
"4;1;2017 Hong Kong;02/12/2017;Nick Heidfeld;23;Mahindra;Mahindra;3;3;43;12465;0;15,0,0;15"
"4;1;2017 Hong Kong;02/12/2017;Nelson Piquet Jr.;3;Jaguar;Jaguar;4;10;43;15324;0;12,0,0;12"
"4;1;2017 Hong Kong;02/12/2017;Daniel Abt;66;Audi;Audi;5;4;43;17205;0;10,0,1;11"
"4;1;2017 Hong Kong;02/12/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;6;8;43;18083;0;8,0,0;8"
"4;1;2017 Hong Kong;02/12/2017;Edoardo Mortara;4;Venturi;Venturi;7;18;43;19797;0;6,0,0;6"
"4;1;2017 Hong Kong;02/12/2017;Alex Lynn;36;Virgin-Citroën;Virgin;8;16;43;20904;0;4,0,0;4"
"4;1;2017 Hong Kong;02/12/2017;Nico Prost;8;e.Dams-Renault;Nissan-Renault;9;17;43;24785;0;2,0,0;2"
"4;1;2017 Hong Kong;02/12/2017;Luca Filippi;68;NIO;NIO-NextEV;10;15;43;25500;0;1,0,0;1"
"4;1;2017 Hong Kong;02/12/2017;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;11;9;43;26202;0;0,0,0;0"
"4;1;2017 Hong Kong;02/12/2017;Mitch Evans;20;Jaguar;Jaguar;12;19;43;34871;0;0,0,0;0"
"4;1;2017 Hong Kong;02/12/2017;Maro Engel;5;Venturi;Venturi;13;14;43;357524;0;0,0,0;0"
"4;1;2017 Hong Kong;02/12/2017;Felix Rosenqvist;19;Mahindra;Mahindra;14;5;43;411744;0;0,0,0;0"
"4;1;2017 Hong Kong;02/12/2017;Kamui Kobayashi;27;Andretti-BMW;BMW-Andretti;15;13;43;48422;0;0,0,0;0"
"4;1;2017 Hong Kong;02/12/2017;Oliver Turvey;16;NIO;NIO-NextEV;16;7;42;+1 Lap;0;0,0,0;0"
"4;1;2017 Hong Kong;02/12/2017;Lucas di Grassi;1;Audi;Audi;17;6;42;+1 Lap;0;0,0,0;0"
"4;1;2017 Hong Kong;02/12/2017;Neel Jani;6;Dragon-Penske;Dragon;18;20;42;+1 Lap;0;0,0,0;0"
"4;1;2017 Hong Kong;02/12/2017;André Lotterer;18;Techeetah-Renault;Techeetah;99;12;43;99:99.999;1;0,0,0;0"
"4;1;2017 Hong Kong;02/12/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;99;11;34;99:99.999;1;0,0,0;0"
"4;2;2017 Hong Kong race 2;03/12/2017;Felix Rosenqvist;19;Mahindra;Mahindra;1;1;45;50:05.084;0;25,3,1;29"
"4;2;2017 Hong Kong race 2;03/12/2017;Edoardo Mortara;4;Venturi;Venturi;2;2;45;7031;0;18,0,0;18"
"4;2;2017 Hong Kong race 2;03/12/2017;Mitch Evans;20;Jaguar;Jaguar;3;4;45;10619;0;15,0,0;15"
"4;2;2017 Hong Kong race 2;03/12/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;4;7;45;12593;0;12,0,0;12"
"4;2;2017 Hong Kong race 2;03/12/2017;Sam Bird;2;Virgin-Citroën;Virgin;5;13;45;12879;0;10,0,0;10"
"4;2;2017 Hong Kong race 2;03/12/2017;Oliver Turvey;16;NIO;NIO-NextEV;6;9;45;14199;0;8,0,0;8"
"4;2;2017 Hong Kong race 2;03/12/2017;Maro Engel;5;Venturi;Venturi;7;15;45;15676;0;6,0,0;6"
"4;2;2017 Hong Kong race 2;03/12/2017;Nico Prost;8;e.Dams-Renault;Nissan-Renault;8;14;45;18905;0;4,0,0;4"
"4;2;2017 Hong Kong race 2;03/12/2017;Alex Lynn;36;Virgin-Citroën;Virgin;9;5;45;19025;0;2,0,0;2"
"4;2;2017 Hong Kong race 2;03/12/2017;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;10;20;45;22139;0;1,0,0;1"
"4;2;2017 Hong Kong race 2;03/12/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;11;6;45;23159;0;0,0,0;0"
"4;2;2017 Hong Kong race 2;03/12/2017;Nelson Piquet Jr.;3;Jaguar;Jaguar;12;11;45;27104;0;0,0,0;0"
"4;2;2017 Hong Kong race 2;03/12/2017;Lucas di Grassi;1;Audi;Audi;13;12;45;28591;0;0,0,0;0"
"4;2;2017 Hong Kong race 2;03/12/2017;André Lotterer;18;Techeetah-Renault;Techeetah;14;17;45;39,137;0;0,0,0;0"
"4;2;2017 Hong Kong race 2;03/12/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;15;18;45;55,189;0;0,0,0;0"
"4;2;2017 Hong Kong race 2;03/12/2017;Nick Heidfeld;23;Mahindra;Mahindra;16;10;44;+1 Lap;0;0,0,0;0"
"4;2;2017 Hong Kong race 2;03/12/2017;Kamui Kobayashi;27;Andretti-BMW;BMW-Andretti;17;16;44;+ 1 Lap;0;0,0,0;0"
"4;2;2017 Hong Kong race 2;03/12/2017;Neel Jani;6;Dragon-Penske;Dragon;18;19;44;+ 1 Lap;0;0,0,0;0"
"4;2;2017 Hong Kong race 2;03/12/2017;Daniel Abt;66;Audi;Audi;99;3;45;99:99.999;1;0,0,0;0"
"4;2;2017 Hong Kong race 2;03/12/2017;Luca Filippi;68;NIO;NIO-NextEV;99;9;36;99:99.999;1;0,0,0;0"
"4;3;2018 Marrakesh;13/01/2018;Felix Rosenqvist;19;Mahindra;Mahindra;1;3;33;48:04.751;0;25,0,0;25"
"4;3;2018 Marrakesh;13/01/2018;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;2;1;33;+0.945;0;18,3,0;21"
"4;3;2018 Marrakesh;13/01/2018;Sam Bird;2;Virgin-Citröen;Virgin;3;2;33;5762;0;15,0,0;15"
"4;3;2018 Marrakesh;13/01/2018;Nelson Piquet Jr.;3;Jaguar;Jaguar;4;7;33;6554;0;12,0,1;13"
"4;3;2018 Marrakesh;13/01/2018;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;5;13;33;12238;0;10,0,0;10"
"4;3;2018 Marrakesh;13/01/2018;José María López;6;Dragon-Penske;Dragon;6;4;33;16491;0;8,0,0;8"
"4;3;2018 Marrakesh;13/01/2018;Nick Heidfeld;23;Mahindra;Mahindra;7;18;33;28381;0;6,0,0;6"
"4;3;2018 Marrakesh;13/01/2018;Tom Blomqvist;27;Andretti-BMW;BMW-Andretti;8;12;33;32380;0;4,0,0;4"
"4;3;2018 Marrakesh;13/01/2018;Alex Lynn;36;Virgin-Citröen;Virgin;9;6;33;33520;0;2,0,0;2"
"4;3;2018 Marrakesh;13/01/2018;Daniel Abt;66;Audi;Audi;10;8;33;40951;0;1,0,0;1"
"4;3;2018 Marrakesh;13/01/2018;Mitch Evans;20;Jaguar;Jaguar;11;9;33;46278;0;0,0,0;0"
"4;3;2018 Marrakesh;13/01/2018;Maro Engel;5;Venturi;Venturi;12;14;33;46915;0;0,0,0;0"
"4;3;2018 Marrakesh;13/01/2018;Nico Prost;8;e.Dams-Renault;Nissan-Renault;13;15;33;53099;0;0,0,0;0"
"4;3;2018 Marrakesh;13/01/2018;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;14;19;33;+1:01.116;0;0,0,0;0"
"4;3;2018 Marrakesh;13/01/2018;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;15;15;33;+1:13.805;0;0,0,0;0"
"4;3;2018 Marrakesh;13/01/2018;Luca Filippi;68;NIO;NIO-NextEV;16;11;32;+1 Lap;0;0,0,0;0"
"4;3;2018 Marrakesh;13/01/2018;André Lotterer;18;Techeetah-Renault;Techeetah;99;20;14;99:99.999;1;0,0,0;0"
"4;3;2018 Marrakesh;13/01/2018;Edoardo Mortara;4;Venturi;Venturi;99;17;30;99:99.999;1;0,0,0;0"
"4;3;2018 Marrakesh;13/01/2018;Lucas di Grassi;1;Audi;Audi;99;5;7;99:99.999;1;0,0,0;0"
"4;3;2018 Marrakesh;13/01/2018;Oliver Turvey;16;NIO;NIO-NextEV;99;10;17;99:99.999;1;0,0,0;0"
"4;4;2018 Santiago;03/02/2018;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;1;1;37;1:01:24.514;0;25,3,0;28"
"4;4;2018 Santiago;03/02/2018;André Lotterer;18;Techeetah-Renault;Techeetah;2;3;37;1154;0;18,0,0;18"
"4;4;2018 Santiago;03/02/2018;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;3;2;37;1959;0;15,0,0;15"
"4;4;2018 Santiago;03/02/2018;Felix Rosenqvist;19;Mahindra;Mahindra;4;14;37;2793;0;12,0,0;12"
"4;4;2018 Santiago;03/02/2018;Sam Bird;2;Virgin-Citroën;Virgin;5;4;37;4490;0;10,0,1;11"
"4;4;2018 Santiago;03/02/2018;Nelson Piquet Jr.;3;Jaguar;Jaguar;6;5;37;6364;0;8,0,0;8"
"4;4;2018 Santiago;03/02/2018;Mitch Evans;20;Jaguar;Jaguar;7;20;37;7099;0;6,0,0;6"
"4;4;2018 Santiago;03/02/2018;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;8;12;37;13308;0;4,0,0;4"
"4;4;2018 Santiago;03/02/2018;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;9;16;37;14811;0;2,0,0;2"
"4;4;2018 Santiago;03/02/2018;Nico Prost;8;e.Dams-Renault;Nissan-Renault;10;10;37;21092;0;1,0,0;1"
"4;4;2018 Santiago;03/02/2018;Tom Blomqvist;27;Andretti-BMW;BMW-Andretti;11;18;37;32924;0;0,0,0;0"
"4;4;2018 Santiago;03/02/2018;Luca Filippi;68;NIO;NIO-NextEV;12;26;37;44127;0;0,0,0;0"
"4;4;2018 Santiago;03/02/2018;Edoardo Mortara;4;Venturi;Venturi;13;17;37;49398;0;0,0,0;0"
"4;4;2018 Santiago;03/02/2018;Oliver Turvey;16;NIO;NIO-NextEV;14;7;37;+1:12.282;0;0,0,0;0"
"4;4;2018 Santiago;03/02/2018;Alex Lynn;36;Virgin-Citroën;Virgin;99;6;26;99:99.999;1;0,0,0;0"
"4;4;2018 Santiago;03/02/2018;Daniel Abt;66;Audi;Audi;99;9;11;99:99.999;1;0,0,0;0"
"4;4;2018 Santiago;03/02/2018;José María López;6;Dragon-Penske;Dragon;99;8;0;99:99.999;1;0,0,0;0"
"4;4;2018 Santiago;03/02/2018;Lucas di Grassi;1;Audi;Audi;99;13;21;99:99.999;1;0,0,0;0"
"4;4;2018 Santiago;03/02/2018;Maro Engel;5;Venturi;Venturi;99;11;0;99:99.999;1;0,0,0;0"
"4;4;2018 Santiago;03/02/2018;Nick Heidfeld;23;Mahindra;Mahindra;99;15;23;99:99.999;1;0,0,0;0"
"4;5;2018 Mexico City;03/03/2018;Daniel Abt;66;Audi;Audi;1;5;47;50:45.164;0;25,0,0;25"
"4;5;2018 Mexico City;03/03/2018;Oliver Turvey;16;NIO;NIO-NextEV;2;2;47;6398;0;18,0,0;18"
"4;5;2018 Mexico City;03/03/2018;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;3;3;47;6615;0;15,0,0;15"
"4;5;2018 Mexico City;03/03/2018;Nelson Piquet Jr.;3;Jaguar;Jaguar;4;7;47;7015;0;12,0,0;12"
"4;5;2018 Mexico City;03/03/2018;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;5;6;47;7546;0;10,0,0;10"
"4;5;2018 Mexico City;03/03/2018;Mitch Evans;20;Jaguar;Jaguar;6;12;47;9050;0;8,0,0;8"
"4;5;2018 Mexico City;03/03/2018;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;7;5;47;17157;0;6,0,0;6"
"4;5;2018 Mexico City;03/03/2018;Edoardo Mortara;4;Venturi;Venturi;8;18;47;26511;0;4,0,0;4"
"4;5;2018 Mexico City;03/03/2018;Lucas di Grassi;1;Audi;Audi;9;20;47;29208;0;2,0,1;3"
"4;5;2018 Mexico City;03/03/2018;Alex Lynn;36;Virgin-Citroën;Virgin;10;10;47;29515;0;1,0,0;1"
"4;5;2018 Mexico City;03/03/2018;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;11;14;47;30418;0;0,0,0;0"
"4;5;2018 Mexico City;03/03/2018;José María López;6;Dragon-Penske;Dragon;12;13;47;31859;0;0,0,0;0"
"4;5;2018 Mexico City;03/03/2018;André Lotterer;18;Techeetah-Renault;Techeetah;13;9;47;36206;0;0,0,0;0"
"4;5;2018 Mexico City;03/03/2018;Luca Filippi;68;NIO;NIO-NextEV;14;17;47;38336;0;0,0,0;0"
"4;5;2018 Mexico City;03/03/2018;Tom Blomqvist;27;Andretti-BMW;BMW-Andretti;15;16;47;38592;0;0,0,0;0"
"4;5;2018 Mexico City;03/03/2018;Maro Engel;5;Venturi;Venturi;16;11;47;44689;0;0,0,0;0"
"4;5;2018 Mexico City;03/03/2018;Sam Bird;2;Virgin-Citroën;Virgin;17;19;47;44982;0;0,0,0;0"
"4;5;2018 Mexico City;03/03/2018;Felix Rosenqvist;19;Mahindra;Mahindra;99;1;34;99:99.999;1;0,3,0;3"
"4;5;2018 Mexico City;03/03/2018;Nick Heidfeld;23;Mahindra;Mahindra;99;8;27;99:99.999;1;0,0,0;0"
"4;5;2018 Mexico City;03/03/2018;Nico Prost;8;e.Dams-Renault;Nissan-Renault;99;15;36;99:99.999;1;0,0,0;0"
"4;6;2018 Punta del Este;17/03/2018;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;1;1;37;50:43.809;0;25,3,0;28"
"4;6;2018 Punta del Este;17/03/2018;Lucas di Grassi;1;Audi;Audi;2;2;37;+0.447;0;18,0,0;18"
"4;6;2018 Punta del Este;17/03/2018;Sam Bird;2;Virgin-Citroën;Virgin;3;9;37;2611;0;15,0,0;15"
"4;6;2018 Punta del Este;17/03/2018;Mitch Evans;20;Jaguar;Jaguar;4;16;37;4075;0;12,0,0;12"
"4;6;2018 Punta del Este;17/03/2018;Felix Rosenqvist;19;Mahindra;Mahindra;5;12;37;4224;0;10,0,0;10"
"4;6;2018 Punta del Este;17/03/2018;Alex Lynn;36;Virgin-Citroën;Virgin;6;3;37;7672;0;8,0,0;8"
"4;6;2018 Punta del Este;17/03/2018;Oliver Turvey;16;NIO;NIO-NextEV;7;4;37;11818;0;6,0,0;6"
"4;6;2018 Punta del Este;17/03/2018;José María López;6;Dragon-Penske;Dragon;8;18;37;12612;0;4,0,1;5"
"4;6;2018 Punta del Este;17/03/2018;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;9;10;37;22242;0;2,0,0;2"
"4;6;2018 Punta del Este;17/03/2018;Maro Engel;5;Venturi;Venturi;10;8;37;26293;0;1,0,0;1"
"4;6;2018 Punta del Este;17/03/2018;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;11;11;37;27335;0;0,0,0;0"
"4;6;2018 Punta del Este;17/03/2018;André Lotterer;18;Techeetah-Renault;Techeetah;12;7;37;38731;0;0,0,0;0"
"4;6;2018 Punta del Este;17/03/2018;Luca Filippi;68;NIO;NIO-NextEV;13;15;37;39926;0;0,0,0;0"
"4;6;2018 Punta del Este;17/03/2018;Daniel Abt;66;Audi;Audi;14;5;37;43139;0;0,0,0;0"
"4;6;2018 Punta del Este;17/03/2018;Nico Prost;8;e.Dams-Renault;Nissan-Renault;15;19;37;47194;0;0,0,0;0"
"4;6;2018 Punta del Este;17/03/2018;Tom Blomqvist;27;Andretti-BMW;BMW-Andretti;16;20;37;59299;0;0,0,0;0"
"4;6;2018 Punta del Este;17/03/2018;Edoardo Mortara;4;Venturi;Venturi;17;13;36;+1 Lap;0;0,0,0;0"
"4;6;2018 Punta del Este;17/03/2018;Nelson Piquet Jr.;3;Jaguar;Jaguar;99;14;25;99:99.999;1;0,0,0;0"
"4;6;2018 Punta del Este;17/03/2018;Nick Heidfeld;23;Mahindra;Mahindra;99;17;1;99:99.999;1;0,0,0;0"
"4;6;2018 Punta del Este;17/03/2018;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;99;6;29;99:99.999;1;0,0,0;0"
"4;7;2018 Rome;14/04/2018;Sam Bird;2;Virgin-Citröen;Virgin;1;2;33;58:20.656;0;25,0,0;25"
"4;7;2018 Rome;14/04/2018;Lucas di Grassi;1;Audi;Audi;2;6;33;+0.970;0;18,0,0;18"
"4;7;2018 Rome;14/04/2018;André Lotterer;18;Techeetah-Renault;Techeetah;3;4;33;9518;0;15,0,0;15"
"4;7;2018 Rome;14/04/2018;Daniel Abt;66;Audi;Audi;4;9;33;10167;0;12,0,1;13"
"4;7;2018 Rome;14/04/2018;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;5;8;33;17444;0;10,0,0;10"
"4;7;2018 Rome;14/04/2018;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;6;5;33;19835;0;8,0,0;8"
"4;7;2018 Rome;14/04/2018;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;7;18;33;24379;0;6,0,0;6"
"4;7;2018 Rome;14/04/2018;Maro Engel;5;Venturi;Venturi;8;14;33;26350;0;4,0,0;4"
"4;7;2018 Rome;14/04/2018;Mitch Evans;20;Jaguar;Jaguar;9;3;33;37709;0;2,0,0;2"
"4;7;2018 Rome;14/04/2018;Edoardo Mortara;4;Venturi;Venturi;10;16;33;40739;0;1,0,0;1"
"4;7;2018 Rome;14/04/2018;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;11;20;33;42680;0;0,0,0;0"
"4;7;2018 Rome;14/04/2018;Oliver Turvey;16;NIO;NIO-NextEV;12;7;33;48833;0;0,0,0;0"
"4;7;2018 Rome;14/04/2018;Luca Filippi;68;NIO;NIO-NextEV;13;17;33;49331;0;0,0,0;0"
"4;7;2018 Rome;14/04/2018;Nico Prost;8;e.Dams-Renault;Nissan-Renault;14;15;33;+1.13.880;0;0,0,0;0"
"4;7;2018 Rome;14/04/2018;Tom Blomqvist;27;Andretti-BMW;BMW-Andretti;15;12;33;+1.31.382;0;0,0,0;0"
"4;7;2018 Rome;14/04/2018;Nick Heidfeld;23;Mahindra;Mahindra;16;10;33;+1:44.774;0;0,0,0;0"
"4;7;2018 Rome;14/04/2018;José María López;6;Dragon-Penske;Dragon;99;19;29;99:99.999;1;0,0,0;0"
"4;7;2018 Rome;14/04/2018;Alex Lynn;36;Virgin-Citröen;Virgin;99;11;15;99:99.999;1;0,0,0;0"
"4;7;2018 Rome;14/04/2018;Felix Rosenqvist;19;Mahindra;Mahindra;99;1;22;99:99.999;1;0,3,0;3"
"4;7;2018 Rome;14/04/2018;Nelson Piquet Jr.;3;Jaguar;Jaguar;99;13;18;99:99.999;1;0,0,0;0"
"4;8;2018 Paris;28/04/2018;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;1;1;49;54:49.102;0;25,3,0;28"
"4;8;2018 Paris;28/04/2018;Lucas di Grassi;1;Audi;Audi;2;6;49;4882;0;18,0,1;19"
"4;8;2018 Paris;28/04/2018;Sam Bird;2;Virgin-Citröen;Virgin;3;2;49;8897;0;15,0,0;15"
"4;8;2018 Paris;28/04/2018;Maro Engel;5;Venturi;Venturi;4;4;49;9287;0;12,0,0;12"
"4;8;2018 Paris;28/04/2018;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;5;8;49;10194;0;10,0,0;10"
"4;8;2018 Paris;28/04/2018;André Lotterer;18;Techeetah-Renault;Techeetah;6;3;49;10855;0;8,0,0;8"
"4;8;2018 Paris;28/04/2018;Daniel Abt;66;Audi;Audi;7;14;49;13918;0;6,0,0;6"
"4;8;2018 Paris;28/04/2018;Felix Rosenqvist;19;Mahindra;Mahindra;8;11;49;15271;0;4,0,0;4"
"4;8;2018 Paris;28/04/2018;Oliver Turvey;16;NIO;NIO-NextEV;9;9;49;19557;0;2,0,0;2"
"4;8;2018 Paris;28/04/2018;José María López;6;Dragon-Penske;Dragon;10;10;49;20989;0;1,0,0;1"
"4;8;2018 Paris;28/04/2018;Nick Heidfeld;23;Mahindra;Mahindra;11;12;49;21698;0;0,0,0;0"
"4;8;2018 Paris;28/04/2018;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;12;7;49;26723;0;0,0,0;0"
"4;8;2018 Paris;28/04/2018;Edoardo Mortara;4;Venturi;Venturi;13;19;49;29937;0;0,0,0;0"
"4;8;2018 Paris;28/04/2018;Alex Lynn;36;Virgin-Citröen;Virgin;14;15;40;43112;0;0,0,0;0"
"4;8;2018 Paris;28/04/2018;Mitch Evans;20;Jaguar;Jaguar;15;20;49;43989;0;0,0,0;0"
"4;8;2018 Paris;28/04/2018;Nico Prost;8;e.Dams-Renault;Nissan-Renault;16;13;48;+1 Lap;0;0,0,0;0"
"4;8;2018 Paris;28/04/2018;Ma Qing Hua;68;NIO;NIO-NextEV;17;17;46;+3 Laps;0;0,0,0;0"
"4;8;2018 Paris;28/04/2018;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;99;5;2;99:99.999;1;0,0,0;0"
"4;8;2018 Paris;28/04/2018;Nelson Piquet Jr.;3;Jaguar;Jaguar;99;18;32;99:99.999;1;0,0,0;0"
"4;8;2018 Paris;28/04/2018;Tom Blomqvist;27;Andretti-BMW;BMW-Andretti;99;16;32;99:99.999;1;0,0,0;0"
"4;9;2018 Berlin;19/05/2018;Daniel Abt;66;Audi;Audi;1;1;45;55:35.546;0;25,3,1;29"
"4;9;2018 Berlin;19/05/2018;Lucas di Grassi;1;Audi;Audi;2;5;45;6758;0;18,0,0;18"
"4;9;2018 Berlin;19/05/2018;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;3;3;45;12894;0;15,0,0;15"
"4;9;2018 Berlin;19/05/2018;Sébastien Buemi;9;e.dams-Renault;Nissan-Renault;4;7;45;17282;0;12,0,0;12"
"4;9;2018 Berlin;19/05/2018;Oliver Turvey;16;NIO;NIO-NextEV;5;2;45;19620;0;10,0,0;10"
"4;9;2018 Berlin;19/05/2018;Mitch Evans;20;Jaguar;Jaguar;6;9;45;24586;0;8,0,0;8"
"4;9;2018 Berlin;19/05/2018;Sam Bird;2;Virgin-Citroën;Virgin;7;10;45;34610;0;6,0,0;6"
"4;9;2018 Berlin;19/05/2018;Maro Engel;5;Venturi;Venturi;8;13;45;37814;0;4,0,0;4"
"4;9;2018 Berlin;19/05/2018;André Lotterer;18;Techeetah-Renault;Techeetah;9;20;45;44359;0;2,0,0;2"
"4;9;2018 Berlin;19/05/2018;Nick Heidfeld;23;Mahindra;Mahindra;10;14;45;45931;0;1,0,0;1"
"4;9;2018 Berlin;19/05/2018;Felix Rosenqvist;19;Mahindra;Mahindra;11;6;45;46381;0;0,0,0;0"
"4;9;2018 Berlin;19/05/2018;Nelson Piquet Jr.;3;Jaguar;Jaguar;12;15;45;49087;0;0,0,0;0"
"4;9;2018 Berlin;19/05/2018;Tom Dillmann;4;Venturi;Venturi;13;12;45;50150;0;0,0,0;0"
"4;9;2018 Berlin;19/05/2018;Nico Prost;8;e.dams-Renault;Nissan-Renault;14;19;45;50381;0;0,0,0;0"
"4;9;2018 Berlin;19/05/2018;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;15;17;45;52715;0;0,0,0;0"
"4;9;2018 Berlin;19/05/2018;Alex Lynn;36;Virgin-Citroën;Virgin;16;8;45;53000;0;0,0,0;0"
"4;9;2018 Berlin;19/05/2018;Luca Filippi;68;NIO;NIO-NextEV;17;18;45;53302;0;0,0,0;0"
